,title,price,num_sold,shipping_type,condition,condition_description,num_reviews,pos_feedback_pct,return_days
4155,apple iphone 7 plus (product)red - 128gb - (unlocked),182.0,,,used,,1.0,100.0,Seller does not accept returns
4156,apple iphone 8 mq722ll/a 64gb space grey unlocked free shipping,129.95,,,used,"“pre owned in great cosmetic condition, minimal wear... please see pics!!!”",28835.0,98.7,30 days returns
4157,unlocked apple iphone 11 pro-64gb-midnight green (verizon) a2160 (cdma + gsm),550.0,,free 4 day shipping,used,,9.0,100.0,Seller does not accept returns
4158,apple iphone 11 a2111 64gb (product) red! factory unlocked phone!,381.85,,free 2 day shipping,used,“unlocked! no cracks! free fast delivery! 100% battery health! clean imei! see real pictures and check all details!”,1382.0,100.0,30 days returns
4159,service batt unlocked apple iphone 8 64gb silver a1906 mq792j/a,139.99,,,for parts or not working,“great condition! battery needs to be serviced. see description. imei: 352994095052625”,2840.0,100.0,30 days returns
4160,apple iphone xr - 64gb - white (unlocked) a1984- includes iphone only (used). ,275.0,17 sold,free 4 day shipping,used,,123.0,96.1,30 days returns
4161,apple iphone se 2nd gen. 128gb red (factory unlocked) ✅apple warranty✅ ❖sealed,369.95,,free 3 day shipping,new,,25277.0,100.0,30 days returns
4162,iphone case 12 pro max case protection anti-scratch shockproof cover green,27.99,,free 4 day shipping,new,,615.0,98.2,30 days returns
4163,for apple iphone 11 glitter purple case 6.1inch shockproof soft protective cover,10.44,,free 4 day shipping,new,,1811.0,98.7,30 days returns
4164,apple iphone smartphone  rose gold  at&t compatibility 16 gig,55.0,,,used,,0.0,,30 days returns
4165,apple iphone se 2nd gen 128gb gsm unlocked at&t t-mobile very good condition,249.95,131 sold,,very good - refurbished,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone se (2nd generation) smartphones with a storage capacity of 128gb and your choice of color from (product)red, black, white. they are also gsm unlocked and can be used on all gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82193.0,98.4,60 days returns
4166,iphone xs max case tpu edge crystal clear scratch resistant fit premium 6.5 inch,20.31,,,new,,1555.0,96.6,60 days returns
4167,sealed apple iphone 6s 128gb unlocked smartphone at&t t-mobile sprint verizon,239.66,,free 4 day shipping,new,,56.0,100.0,30 days returns
4168,apple iphone x black | 256gb | unknown locked | grade b | read,224.0,,,used,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5680.0,99.4,30 days returns
4169,apple iphone 6 - 64gb - space gray (verizon),105.99,,,used,,220.0,98.6,30 days returns
4170,apple iphone 8 64gb unlocked a1905 gsm - mint condition - silver,229.99,,,used,,113.0,99.0,14 days returns
4171,apple iphone 8 64gb a1905 space gray (unlocked) smartphone broken touch id,119.95,,,for parts or not working,“there are no cracks on the screen. touch id not working due to the replacement of the home button. screen has light scratches. light scratches and marks on the back glass. this is a used item that may show normal signs of use such as marks or scratches. the item above has been tested and is mostly functional. please see the pictures for more details.”,2414.0,98.3,30 days returns
4172,"iphone 13 pro max 5g 6.7"" case folio magnetic kickstand card holder cover",26.97,,free 4 day shipping,new,,615.0,98.2,30 days returns
4173,iphone 12 pro max unlocked (cdma + gsm) 128gb pacific blue | excellent,842.0,,free 4 day shipping,excellent - refurbished,“excellent condition: the screen is in pristine condition. any wear on the frame will be very minor.”,21989.0,99.8,60 days returns
4174,sealed - apple iphone 6s 64/128gb unlocked gray smartphone a1688 (cdma+gsm),200.69,,free 4 day shipping,new,,86.0,95.9,30 days returns
4175,sealed & new apple iphone 6s 64gb unlocked gray smartphone a1688 (cdma + gsm),222.88,,free 4 day shipping,new,,168.0,97.1,30 days returns
4176,iphone x xs xr xs max anti-fingerprint clear 3d glass screen protector black 2pc,9.99,,,new,,918.0,95.5,60 days returns
4177,for apple iphone 7 plus case 5.5 inch 2-layer slim protective cover carbon black,9.99,,,new,,531.0,98.4,60 days returns
4178,iphone x / xs case girls women cute glitter slim soft tpu protective shockproof,14.59,,,new,,75.0,100.0,30 days returns
4179,apple iphone x case holster kickstand premium tpu pc flexible slim fit cover 🔥,9.99,,,new,,918.0,95.5,60 days returns
4180,soft iphone xr case tpu shockproof protective cover shockproof anti- scratch,9.99,,,new,,918.0,95.5,60 days returns
4181,iphone x xs xr xs max anti-fingerprint clear 3d glass screen protector black 2pc,9.99,,,new,,918.0,95.5,60 days returns
4182,apple iphone 8 64gb a1905 space gray (unlocked) smartphone broken touch id,119.95,,,for parts or not working,“there are no cracks on the screen. touch id not working due to the replacement of the home button. screen has light scratches. light scratches and marks on the back glass. this is a used item that may show normal signs of use such as marks or scratches. the item above has been tested and is mostly functional. please see the pictures for more details.”,2414.0,98.3,30 days returns
4183,for iphone 7 8 plus shockproof bumper phone cover case anti scratch clear back,9.99,,,new,,310.0,98.0,60 days returns
4184,"iphone 13 pro max 5g 6.7"" case folio magnetic kickstand card holder cover",26.97,,free 4 day shipping,new,,615.0,98.2,30 days returns
4185,iphone 12 pro max unlocked (cdma + gsm) 128gb pacific blue | excellent,842.0,,free 4 day shipping,excellent - refurbished,“excellent condition: the screen is in pristine condition. any wear on the frame will be very minor.”,21989.0,99.8,60 days returns
4186,sealed - apple iphone 6s 64/128gb unlocked gray smartphone a1688 (cdma+gsm),200.69,,free 4 day shipping,new,,86.0,95.9,30 days returns
4187,sealed & new apple iphone 6s 64gb unlocked gray smartphone a1688 (cdma + gsm),222.88,,free 4 day shipping,new,,168.0,97.1,30 days returns
